show_id,type,title,director,casts,country,release_year,rating,duration,listed_in,description,Date_added_converted
s7050,MOVIE,"I'M IN LOVE WITH A CHURCH GIRL","STEVE RACE","JA RULE, ADRIENNE BAILON, STEPHEN BALDWIN, VINCENT PASTORE, MICHAEL MADSEN, T-BONE, MARTIN KOVE, TOBY MAC","UNITED STATES",2013,PG,"119 min","Dramas, Faith & Spirituality, Romantic Movies","When a tough-minded ex-drug dealer falls for a beautiful but highly devout woman, their mutual attraction takes them both down a twisty path.",2017-10-01
s1914,MOVIE,"I'M LEAVING NOW","LINDSEY CORDERO, ARMANDO CRODA",NULL,"UNITED STATES, MEXICO",2019,TV-MA,"75 min","Documentaries, International Movies","In this evocative documentary, an undocumented immigrant plans to return to Mexico after 16 years but his family tells him he needs to stay in the US.",2020-10-01
s2468,MOVIE,"I'M NO LONGER HERE","FERNANDO FRÍAS DE LA PARRA","JUAN DANIEL GARCÍA, ANGELINA CHEN, JONATHAN ESPINOZA, CORAL PUENTE, TANIA ALVARADO, FANNY TOVAR, LUIS LEONARDO ZAPATA, YAHIR ALDAY, LEONARDO GARZA, YOCELIN CORONADO, DEYANIRA CORONADO","MEXICO, UNITED STATES",2019,TV-MA,"112 min","Dramas, Independent Movies, International Movies","A terrible misunderstanding with a local gang sends 17-year-old Ulises, leader of a group hooked on cumbia music, across the border to save his life.",2020-05-27
s7051,"TV SHOW","I'M SORRY",NULL,"ANDREA SAVAGE, TOM EVERETT SCOTT, OLIVE PETRUCCI","UNITED STATES",2019,TV-MA,"2 Seasons","TV Comedies","Life is a series of awkward situations for comedy writer and mom Andrea, thanks to plenty of neuroses and a knack for sticking her foot in her mouth.",2019-09-13
s2046,MOVIE,"I'M THINKING OF ENDING THINGS","CHARLIE KAUFMAN","JESSIE BUCKLEY, JESSE PLEMONS, TONI COLLETTE, DAVID THEWLIS, GUY BOYD","UNITED STATES",2020,R,"135 min","Dramas, Independent Movies","Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm.",2020-09-04
s3270,"TV SHOW","I'M WITH THE BAND: NASTY CHERRY",NULL,"CHARLI XCX, EMMIE LICHTENBERG, GABBRIETTE BECHTEL, CHLOE CHAIDEZ, DEBORAH KNOX- HEWSON, GEORGIA SOMARY","UNITED STATES",2019,TV-MA,"1 Season","Reality TV","In an unfiltered, intimate docuseries, pop star mentor Charli XCX finds out what it takes to build – and break – a real, badass all-girl punk band.",2019-11-15
s4851,MOVIE,IBIZA,"ALEX RICHANBACH","GILLIAN JACOBS, VANESSA BAYER, PHOEBE ROBINSON, RICHARD MADDEN, MICHAELA WATKINS, FÉLIX GÓMEZ","UNITED STATES",2018,TV-MA,"94 min","Comedies, Romantic Movies","When Harper is sent to Spain for an important work meeting, her hard-partying friends tag along and convince her to pursue a fling with a famous DJ.",2018-05-25
s5626,MOVIE,IBOY,"ADAM RANDALL","BILL MILNER, MAISIE WILLIAMS, RORY KINNEAR, MIRANDA RICHARDSON, JORDAN BOLGER, CHARLEY PALMER ROTHWELL, AYMEN HAMDOUCHI","UNITED KINGDOM",2017,TV-MA,"91 min","International Movies, Sci-Fi & Fantasy, Thrillers","When shards of a cell phone get lodged in a teenager's brain, he discovers he can control electronic devices and uses his newfound power for revenge.",2017-01-27
s1118,MOVIE,"IBRAHIM A FATE TO DEFINE","LINA AL ABED",NULL,"LEBANON, PALESTINE, DENMARK, QATAR",2019,TV-PG,"75 min","Documentaries, International Movies","Raised in a quiet home, Lina searches for answers while investigating the mystery behind her father's disappearance in this documentary.",2021-04-01
s1333,"TV SHOW",ICARLY,NULL,"MIRANDA COSGROVE, NATHAN KRESS, JERRY TRAINOR, JENNETTE MCCURDY, NOAH MUNCK, MARY SCHEER","UNITED STATES",2008,TV-G,"2 Seasons","Kids' TV, TV Comedies","A cyberstar is born when 13-year-old Carly creates an Internet series with a little help from her best friend Sam and neighbor Freddie.",2021-02-08
s5344,MOVIE,ICARUS,"BRYAN FOGEL","BRYAN FOGEL, GRIGORY RODCHENKOV","UNITED STATES",2017,TV-MA,"121 min","Documentaries, Sports Movies","An American filmmaker and cyclist unwittingly wades into a global scandal when a Russian scientist leaks shocking details of a vast doping conspiracy.",2017-08-04
s5671,"TV SHOW","ICE FANTASY",NULL,"FENG SHAOFENG, VICTORIA SONG, MA TIANYU, ZHANG MENG, HEE-SEON KIM, GONG BEIBI, SHAO BING, HU BING, WANG DUO",CHINA,2016,TV-14,"1 Season","International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy","The Ice Tribe prince journeys to a sacred mountain to vanquish evil but soon finds himself at war with the Fire Tribe, led by his long-lost brother.",2016-12-15
s7052,MOVIE,"ICE GUARDIANS","BRETT HARVEY","DAVE BROWN, BRETT HULL, ROB RAY, JAROME IGINLA, WENDEL CLARK, SCOTT PARKER, DAVE SCHULTZ, JAY BARUCHEL","CANADA, IRELAND, UNITED STATES",2016,TV-MA,"108 min","Documentaries, International Movies, Sports Movies","This film explores the controversial role of ice hockey "enforcers," as well as the physical and mental price paid by the game's notorious tough guys.",2017-10-01
s7053,MOVIE,ICEMAN,"LAW WING-CHEONG","DONNIE YEN, WANG BAOQIANG, SHENGYI HUANG, YU KANG, SIMON YAM, LAM SUET, SINGH HARTIHAN BITTO, MARK WU","CHINA, HONG KONG",2014,R,"104 min","Action & Adventure, International Movies, Sci-Fi & Fantasy","Four hundred years after they were frozen in time, a Ming Dynasty guard and his three pursuers are defrosted to continue their ancient battle.",2018-01-23
s5232,"TV SHOW",ID-0,NULL,"KAZUYUKI OKITSU, MINAMI TSUDA, MASAYA MATSUKAZE, SAYAKA OHARA, RIKIYA KOYAMA, HISAKO KANEMOTO, ARI OZAWA, JUNKO MINAGAWA, REINA UEDA",JAPAN,2017,TV-PG,"1 Season","Anime Series, International TV Shows","In the midst of a field exercise operating I-Machines, Alliance Academy student Maya Mikuri is thrown into an entirely different kind of adventure.",2017-10-06
s7054,MOVIE,"IDEACHI KALPANA",SACHIN,"BHARGAVI CHIRMULEY, MAHESH KOTHARE, SACHIN, ASHOK SARAF, NIRMITI SAWANT",INDIA,2010,TV-14,"124 min","Comedies, International Movies, Romantic Movies","After an actor is hit by a car driven by the police commissioner's sister, his scheming brother-in-law files a bogus suit against the commissioner.",2018-01-01
s7055,"TV SHOW",IDIOTEST,NULL,"BEN GLEIB","UNITED STATES",2014,TV-PG,"1 Season","Reality TV, TV Comedies","Comedian Ben Gleib hosts this game show in which teams of two compete to solve increasingly tough brain teasers. Faster answers mean more money.",2018-12-15
s1670,MOVIE,"IF ANYTHING HAPPENS I LOVE YOU","WILL MCCORMACK, MICHAEL GOVIER",NULL,"UNITED STATES",2020,PG,"13 min",Dramas,"Grieving parents journey through an emotional void as they mourn the loss of a child in the aftermath of a tragic school shooting.",2020-11-20
s4007,"TV SHOW","IF I HADN'T MET YOU",NULL,"PABLO DERQUI, MERCEDES SAMPIETRO, ANDREA ROS, JAVIER BELTRÁN, PAULA MALIA, DAVID VERT, MUGUET FRANC, MIQUEL GARCÍA BORDA, BERTA GARCIA, JOEL BRAMONA, MONTSE GUALLAR, ABEL FOLK, SERGI LÓPEZ, ÒSCAR JARQUE, ELI IRANZO",SPAIN,2018,TV-MA,"1 Season","International TV Shows, Romantic TV Shows, TV Dramas","Eduard, a husband and father who loses his family in a tragic accident, travels to parallel universes to seek a better fate for his beloved wife.",2019-03-15
s97,MOVIE,"IF I LEAVE HERE TOMORROW: A FILM ABOUT LYNYRD SKYNYRD","STEPHEN KIJAK","RONNIE VAN ZANDT, GARY ROSSINGTON, ALLEN COLLINS, LEON WILKESON, BOB BURNS, BILLY POWELL, ED KING, ARTIMUS PYLE, STEVE GAINES, JOHNNY VAN ZANT","UNITED STATES",2018,TV-MA,"97 min","Documentaries, Music & Musicals","Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",2021-09-07
s4649,"TV SHOW","IF I WERE AN ANIMAL",NULL,"ZACHARY YOUNG, FLEUR DELAHUNTY",NULL,2018,TV-G,"1 Season","Docuseries, Kids' TV, Science & Nature TV","Curious kids Emma and her big brother Tim observe different animals as they make their way through various life milestones, from birth to adulthood.",2018-09-11
s7056,MOVIE,IGOR,"TONY LEONDIS","JOHN CUSACK, STEVE BUSCEMI, SEAN HAYES, MOLLY SHANNON, EDDIE IZZARD, JENNIFER COOLIDGE, JAY LENO","UNITED STATES, FRANCE",2008,PG,"87 min","Children & Family Movies","Igor, the brilliant but deformed assistant to mad Dr. Glickenstein, dreams of winning the Evil Science Fair and the heart of village beauty Gretchen.",2019-09-01
s3784,MOVIE,"III SMOKING BARRELS","SANJIB DEY","SUBRAT DUTTA, INDRANEIL SENGUPTA, MANDAKINI GOSWAMI, AMRITA CHATTOPADHYAY, NALNEESH NEEL, NILOY SANKAR GUPTA, SHINY GOGOI, SIDDHARTH BORO",INDIA,2017,TV-MA,"128 min","Dramas, Independent Movies, International Movies","In three stories set in Northeast India, a child goes on the run, a young adult falls in with the wrong crowd and a desperate man turns to crime.",2019-06-01
s316,MOVIE,"IJE: THE JOURNEY","CHINEZE ANYAENE","GENEVIEVE NNAJI, OMOTOLA JALADE-EKEINDE, ODALYS GARCIA, ULRICH QUE, JEFF SWARTHOUT, CLEM OHAMEZE, ANN D. CAREY, ANAHIT SETIAN, DANIELLE SOIBELMAN, JON MORGAN WOODWARD","UNITED STATES, NIGERIA",2010,TV-MA,"106 min","Dramas, International Movies","When her sister is accused of multiple murders, a Nigerian woman travels to Los Angeles to uncover the truth and fight for her sibling’s freedom.",2021-08-03
s5785,MOVIE,"ILIZA SHLESINGER: CONFIRMED KILLS","BOBCAT GOLDTHWAIT","ILIZA SHLESINGER","UNITED STATES",2016,TV-MA,"78 min","Stand-Up Comedy","The stand-up sensation tackles TV's "Shark Tank," what it means to be a woman and how to deal with the lawless party goblin that lives in us all.",2016-09-23
s4757,MOVIE,"ILIZA SHLESINGER: ELDER MILLENNIAL","STEVE PALEY","ILIZA SHLESINGER","UNITED STATES",2018,TV-MA,"72 min","Stand-Up Comedy","Newly engaged comic Iliza Shlesinger dives into undeniable truths about life at age 35, the insanity of the road traveled and what's to come.",2018-07-24
s5920,MOVIE,"ILIZA SHLESINGER: FREEZING HOT",NULL,"ILIZA SHLESINGER",NULL,2015,TV-MA,"72 min","Stand-Up Comedy","Smart and brazen comedian Iliza Shlesinger applies her fresh, laugh-out-loud perspective to the universal struggles between men and women.",2015-01-23
s3257,MOVIE,"ILIZA SHLESINGER: UNVEILED","STEVE PALEY","ILIZA SHLESINGER","UNITED STATES",2019,TV-MA,"78 min","Stand-Up Comedy","Here comes the bride, and she's got plenty to say. Newlywed Iliza Shlesinger dissects wedding traditions as she mines her nuptials for laughs.",2019-11-19
s7057,MOVIE,"ILIZA SHLESINGER: WAR PAINT","JAY CHAPMAN","ILIZA SHLESINGER","UNITED STATES",2013,UR,"75 min","Stand-Up Comedy",""Last Comic Standing" winner Iliza Shlesinger unleashes her acerbic, stream-of-conscious comedy on an unsuspecting audience in her hometown of Dallas.",2013-09-01
s4494,MOVIE,"ILLANG: THE WOLF BRIGADE","KIM JEE-WOON","GANG DONG-WON, HAN HYO-JOO, JUNG WOO-SUNG, KIM MU-YEOL, HAN YE-RI, CHOI MIN-HO, SHIN EUN-SOO, KIM BEOP-RAE, LEE DONG-HA, JUNG WON-JOONG, CHOI JIN-HO","SOUTH KOREA",2018,TV-MA,"140 min","Action & Adventure, International Movies, Sci-Fi & Fantasy","In 2029, the elite police squad Illang combats a terrorist group opposing reunification of the two Koreas. But another enemy may be lurking nearby.",2018-10-19
s900,MOVIE,"ILLEGAL WOMAN","RAMON TÉRMENS","DANIEL FARALDO, ISAK FÉRRIZ, YOLANDA SEY, RAQUEL CAMÓN, ADELINE FLAUN, KLAUDIA DUDOVÁ, BORIS RUIZ, ÀNGELS BASSAS, AHMAD ALHAMSHO, ABDEL AZIZ EL MOUNTASSIR",SPAIN,2020,TV-MA,"119 min","Dramas, International Movies","An immigration lawyer and a Nigerian woman caught in a ring of corruption team up to uncover the truth behind a suspicious death in a detention center.",2021-05-11
s7058,MOVIE,"IMAGINE THAT","KAREY KIRKPATRICK","EDDIE MURPHY, THOMAS HADEN CHURCH, YARA SHAHIDI, RONNY COX, STEPHEN RANNAZZISI, NICOLE ARI PARKER, DERAY DAVIS, VANESSA WILLIAMS, MARTIN SHEEN, LAUREN WEEDMAN, TIMM SHARP, BOBB'E J. THOMPSON","UNITED STATES, GERMANY",2009,PG,"108 min","Children & Family Movies, Comedies, Sci-Fi & Fantasy","Work problems are piling up for a businessman. But when he discovers a pathway to his daughter's imaginary world, he starts finding some solutions.",2019-12-07
s3998,MOVIE,IMAGO,"KARAN SHIVAJIRAO CHAVAN, VIKRAM TANAJIRAO PATIL","AISHWARYA GHAYDAR, AMOL DESHMUKH, ADARSH KURNE, VISHWAS KAMBLE, NEHA AWATI, AMARAJA PATIL, RINKLE CHOPDE, SHREYAS GURAV",INDIA,2018,TV-PG,"97 min","Dramas, Independent Movies, International Movies","A teen with vitiligo struggles with self-doubt and anxiety until a new schoolteacher sees her through a different lens, and urges her to do the same.",2019-03-20
s2171,"TV SHOW","IMMIGRATION NATION",NULL,NULL,"UNITED STATES",2020,TV-MA,"1 Season",Docuseries,"With unprecedented access to ICE operations, as well as moving portraits of immigrants, this docuseries takes a deep look at US immigration today.",2020-08-03
s7059,MOVIE,"IMMORAL TALES","WALERIAN BOROWCZYK","LISE DANVERS, FABRICE LUCHINI, CHARLOTTE ALEXANDRA, PALOMA PICASSO, PASCALE CHRISTOPHE, FLORENCE BELLAMY, JACOPO BERINIZI, LORENZO BERINIZI",FRANCE,1974,UR,"103 min","Dramas, International Movies, Romantic Movies","This anthology illustrates the timeless nature of desire in four stories of incest, bloodlust and other forbidden subjects.",2019-06-06
s5672,"TV SHOW","IMMORTAL CLASSIC",NULL,"JAE-SUK HAN, SUN-YOUNG PARK, DU-SHIM KO, YE-JIN LIM, JONG-HWAN CHOI, HA-NUI LEE, YUN-HOO KO, BYEONG-KI KIM, SUN-KYUNG KIM, YOON-SIK BAEK","SOUTH KOREA",2012,TV-14,"1 Season","International TV Shows, Korean TV Shows, TV Dramas","Two renowned culinary families led by legendary food icons battle for the position of greatest chef, while protecting their secret kimchee recipes.",2016-12-15
s4033,"TV SHOW",IMMORTALS,NULL,"KEREM BÜRSIN, ELÇIN SANGU, BIRKAN SOKULLU, SELMA ERGEÇ, TÜRKÜ TURAN, NILPERI ŞAHINKAYA, EFECAN ŞENOLSUN, ELIT İŞCAN",TURKEY,2018,TV-MA,"1 Season","International TV Shows, TV Dramas, TV Horror","Driven by revenge, human-turned-vampire Mia sets out to vanquish Dmitry, a ruthless vampire leader who seeks an artifact that grants immortality.",2019-03-08
s4281,MOVIE,IMPERFECT,"STEVE CHENG","EDWIN GOH, IAN FANG WEIJIE, PHUA YIDA, KIMBERLY CHIA",SINGAPORE,2012,TV-MA,"95 min","Action & Adventure, International Movies","After a brawl lands him in a Boys’ Home, a teen seems to be on a promising path until loyalty to his gangster buddy leads to even bigger trouble.",2018-12-20
s5616,MOVIE,"IMPERIAL DREAMS","MALIK VITTHAL","JOHN BOYEGA, ROTIMI, GLENN PLUMMER, DE'AUNDRE BONDS, KEKE PALMER, NORA ZEHETNER, TODD LOUISO","UNITED STATES",2014,TV-MA,"86 min",Dramas,"A young father returns home from jail eager to care for his son and become a writer, but crime, poverty and a flawed system threaten his plans.",2017-02-03
s3938,"TV SHOW",IMPOSTERS,NULL,"INBAR LAVI, ROB HEAPS, PARKER YOUNG, MARIANNE RENDÓN, STEPHEN BISHOP, BRIAN BENBEN, KATHERINE LA NASA","UNITED STATES",2017,TV-MA,"2 Seasons","Crime TV Shows, International TV Shows, TV Comedies","Supported by a team of fellow thieves, a con artist lures her targets into matrimony and then absconds with their fortunes in this darkly comic series.",2019-04-05
s1839,MOVIE,"IN A VALLEY OF VIOLENCE","TI WEST","ETHAN HAWKE, JOHN TRAVOLTA, TAISSA FARMIGA, JAMES RANSONE, KAREN GILLAN, TOBY HUSS, TOMMY NOHILLY, LARRY FESSENDEN, MICHAEL DAVIS, BURN GORMAN","UNITED STATES",2016,R,"104 min","Action & Adventure","After a quiet drifter is met with violence and bullying in a small town, he finds himself enmeshed in a vengeful struggle with the local marshal.",2020-10-16
s7060,"TV SHOW","IN BETWEEN",NULL,"JANEL TSAI, JOHNNY LU, DARREN CHIU, VIVI LEE, PATRICK LEE, FAN KUANG-YAO",TAIWAN,2012,TV-14,"1 Season","International TV Shows, Romantic TV Shows, TV Comedies","An author having trouble finishing his new romance novel because he's lost faith in love regains his romantic soul after meeting a flight attendant.",2017-01-01
s4627,MOVIE,"IN DARKNESS","ANTHONY BYRNE","NATALIE DORMER, ED SKREIN, EMILY RATAJKOWSKI, NEIL MASKELL, JAN BIJVOET, JAMES COSMO, JOELY RICHARDSON","UNITED KINGDOM, UNITED STATES",2018,TV-MA,"101 min","Independent Movies, International Movies, Thrillers","A blind pianist fears for her life after the suspicious death of her neighbor, the daughter of a businessman accused of war crimes.",2018-09-22
s5946,MOVIE,"IN DEFENSE OF A MARRIED MAN","JOEL OLIANSKY","JUDITH LIGHT, MICHAEL ONTKEAN, JERRY ORBACH, PAT CORLEY, NICHOLAS CAMPBELL, JOHN COLICOS, CYNTHIA SIKES, JOHNNY GALECKI","UNITED STATES",1990,TV-14,"94 min",Dramas,"A lawyer's husband is having an affair. When his mistress is found dead, he becomes the prime suspect – and his wife must take charge of his defense.",2011-10-01
s3837,MOVIE,"IN FAMILY I TRUST","PATRICIA FONT","CLARA LAGO, ÁLEX GARCÍA, CARMEN MAURA, ALEXANDRA JIMÉNEZ, PAULA MALIA, FERNANDO GUALLAR, CARLOS CUEVAS",SPAIN,2018,TV-MA,"98 min","Comedies, Dramas, International Movies","After her partner cheats on her, an architect returns to her hometown to reassess her life with the help of her eccentric family. Based on the novel.",2019-05-10
s4252,"TV SHOW","IN FAMILY WE TRUST",NULL,"SONGSIT ROONGNOPHAKUNSRI, SAKSIT TANGTONG, KATHALEEYA MCINTOSH, SOPITNAPA CHOOMPANEE, APASIRI NITIBHON, PHOLLAWAT MANUPRASERT, NAPPON GOMARACHUN, PATRAVADI MEJUDHON, KEJMANEE WATTANASIN, SUPOJ CHANCHAROEN, PIMMARA CHAROENPAKDEE, THANAPOB LEERATANAKAJORN, KRITSANAPOOM PIBULSONGGRAM, TEERADON SUPAPUNPINYO, KONGYINGYONG CHONLATHORN, LAPAT NGAMCHAWENG, SIVAKORN ADULSUTTIKUL, PARIS INTARAKOMALYASUT, JACKRIN KUNGWANKIATICHAI, VACHIRAWICH ARANTHANAWONG, SAWANYA PAISARNPAYAK, KANYAWEE SONGMUANG, PITISAK YAOWANANON, CHAVALIT CHITTANANT, THANETH WARAKULNUKROH",THAILAND,2018,TV-MA,"1 Season","Crime TV Shows, International TV Shows, TV Dramas","When the head of the lucrative family business passes away, his will leaves the clan at extreme odds.",2018-12-29
s5216,"TV SHOW","IN LAWS",NULL,"KELVIN LEONG, REMON LIM, LOO AYE KENG, LAWRENCE WONG, FREDERICK LEE, DANIELLE DAI, JOEY LEONG",NULL,2016,TV-PG,"1 Season","International TV Shows, Romantic TV Shows, TV Dramas","Once domineered by her own mother, a well-meaning matriarch has trouble being lax with her children, especially when her daughter-in-law moves in.",2017-10-16
s1777,MOVIE,"IN LINE","TOPE OSHIN","CHRIS ATTOH, ADESUA ETOMI, UZOR ARUKWE, SIKA OSEI, LEONORA OKIEN, SHAWN FAQUA, TINA MBA",NIGERIA,2017,TV-14,"114 min","Dramas, International Movies","A convicted murderer gets out of prison and reunites with his wife, who is plotting revenge against him after years of physical and emotional abuse.",2020-10-30
s3400,MOVIE,"IN MY COUNTRY","FRANK RAJAH ARASE","SAM DEDE, BIMBO MANUEL, OKAWA SHAZNAY, SHAN GEORGE, AUSTIN ENABULELE, PRECIOUS UDOH",NULL,2018,TV-MA,"99 min","Dramas, International Movies","A teacher turns to a dubious man to raise money for her daughter's life-saving surgery, a crisis that is unexpectedly catapulted to a national stage.",2019-10-18
s908,MOVIE,"IN OUR MOTHERS' GARDENS","SHANTRELLE P. LEWIS",NULL,"UNITED STATES",2020,TV-MA,"85 min",Documentaries,"An unplanned pregnancy upends the carefree lives of a young woman and her flatmate as they discover the struggles of single motherhood.",2021-05-07
s2557,MOVIE,"IN PARADOX","HAMAD ALSARRAF","FAISAL AL OMAIRI, JAFRA YOUNES, SAMR ISMAIEL, GHANIM ALZERLLI, JABER JOKHADAR, NAWAR YOUSSEF, JASSIM AL NABHAN, FAYEZ KAZAK, NANCY KHOURY, JAMAL HAMDAN",KUWAIT,2019,TV-14,"94 min","International Movies, Sci-Fi & Fantasy, Thrillers","On the run from assailants, a man desperately seeks to take control of his strange memories before they consume his life — and sanity.",2020-05-07
